age,income,educ,yrseduc,sector,marital,occup,ctry,origin,employed,fulltime,numemp,weight,ratio,rate,union,id,othersat,othcust,othsize,othunion,gendnum,gendchar,sat,custtype,size,year,hourly,numkids
80,9266,13,13,,4,,2,8,0,,,84250,0.8425,0,,7299,3,"Wholesale","Large",,1,"Male",3,"Wholesale","Large",1985,4.633,3
47,14300,10,11,1,1,8,2,8,1,2,1000,104193,1.04193,2.8e-7,,7300,3,"Retail","Small",,2,"Female",3,"Retail","Small",1995,7.15,1
54,56743,18,20,4,1,1,2,8,1,2,1000,105303,1.05303,0,,7301,5,"Retail","Large",,1,"Male",5,"Wholesale","Large",1992,28.3715,3
26,0,14,14,,7,,2,8,0,,,130382,1.30382,0,,7302,3,"Retail","Small",,2,"Female",2,"Wholesale","Small",1986,0,3
40,15980,13,13,4,5,5,1,8,1,,42,99046,0.99046,0,,7307,5,"Wholesale","Small",,2,"Female",2,"Retail","Small",1985,7.99,3
90,1,12,12,,4,,1,8,0,,,95764,0.95764,0,,7311,5,"Retail","Large",,2,"Female",4,"Wholesale","Large",1996,0.0005,3
72,14980,9,10,,7,,1,8,0,,,100185,1.00185,1.5e-7,,7312,3,"Retail","Large",,1,"Male",7,"Wholesale","Large",1994,7.49,0
78,12800,12,12,,7,,1,8,0,,,95764,0.95764,1.5e-7,,7313,2,"Wholesale","Large",,2,"Female",1,"Wholesale","Large",1996,6.4,2
26,36000,13,13,,7,,1,8,0,,16,107793,1.07793,1.5e-7,,7314,3,"Retail","Small",,1,"Male",5,"Wholesale","Small",1985,18,3
77,6589,12,12,,4,,1,8,0,,,100192,1.00192,0,,7315,2,"Wholesale","Large",,2,"Female",4,"Wholesale","Large",1996,3.2945,3
35,7453,11,11.5,,7,,1,8,0,,,108569,1.08569,0,,7316,7,"Retail","Small",,1,"Male",5,"Wholesale","Small",1996,3.7265,0
53,26223,16,16,1,3,8,2,8,1,2,42,104900,1.049,1.5e-7,,7318,3,"Retail","Large",,2,"Female",1,"Retail","Large",1988,13.1115,1
25,16000,13,13,1,7,8,2,8,1,2,42,99751,0.99751,1.5e-7,,7319,3,"Wholesale","Small",,2,"Female",5,"Retail","Small",1985,8,3
54,8977,17,18,,1,,1,8,0,,,104989,1.04989,0,,7320,5,"Retail","Large",,1,"Male",3,"Retail","Large",1990,4.4885,2
54,5490,17,18,,1,,1,8,0,,,102271,1.02271,0,,7321,4,"Wholesale","Large",,2,"Female",2,"Wholesale","Large",1990,2.745,2
28,5490,16,16,2,7,3,1,8,1,,,108477,1.08477,0,,7322,6,"Wholesale","Small",,1,"Male",5,"Wholesale","Small",1988,2.745,3
37,32021,15,14,1,7,1,2,8,1,2,1000,173823,1.73823,2.8e-7,,7324,1,"Wholesale","Small",,2,"Female",4,"Retail","Small",1986,16.0105,0
44,3192,14,14,1,5,9,2,8,1,,,143760,1.4376,0,,7325,5,"Wholesale","Small",,1,"Male",7,"Retail","Small",1986,1.596,3
42,106239,16,16,1,1,1,1,8,1,2,1000,105872,1.05872,3.1e-7,,7327,7,"Retail","Small",,1,"Male",3,"Retail","Small",1988,53.1195,3
42,6040,17,18,,1,,1,8,0,,,104989,1.04989,0,,7328,5,"Retail","Small",,2,"Female",4,"Retail","Small",1990,3.02,3
63,29072,17,18,5,1,13,1,8,1,2,10,100971,1.00971,4e-7,,7333,5,"Wholesale","Large",,2,"Female",1,"Wholesale","Large",1990,14.536,0
63,103671,19,20,1,1,1,1,8,1,2,42,94623,0.94623,0,,7334,6,"Retail","Large",,1,"Male",4,"Wholesale","Large",1992,51.8355,1
28,150,16,16,,7,,1,8,0,,,109550,1.0955,0,,7335,4,"Retail","Small",,2,"Female",2,"Wholesale","Small",1988,0.075,1
59,54200,16,16,5,1,2,1,8,1,2,10,108529,1.08529,2.8e-7,,7336,4,"Retail","Large",,1,"Male",5,"Retail","Large",1988,27.1,1
47,14100,16,16,1,1,2,1,8,1,,16,100046,1.00046,0,,7337,4,"Retail","Small",,2,"Female",3,"Wholesale","Small",1988,7.05,1
29,43100,16,16,1,1,1,1,8,1,2,42,104365,1.04365,2.8e-7,,7338,6,"Wholesale","Small",,1,"Male",6,"Wholesale","Small",1988,21.55,1
26,23100,16,16,1,1,3,1,8,1,2,300,101336,1.01336,0,,7339,1,"Wholesale","Small",,2,"Female",5,"Wholesale","Small",1988,11.55,3
68,13093,12,12,,1,,1,8,0,,,100973,1.00973,0,,7340,5,"Wholesale","Large",,1,"Male",7,"Wholesale","Large",1996,6.5465,1
70,10062,12,12,,1,,1,8,0,,,100895,1.00895,0,,7341,5,"Wholesale","Large",,2,"Female",2,"Wholesale","Large",1996,5.031,2
60,99421,17,18,1,1,1,1,8,1,2,1000,105563,1.05563,3.1e-7,1,7342,3,"Wholesale","Large",0,1,"Male",3,"Retail","Large",1990,49.7105,2
54,56590,16,16,1,1,4,1,8,1,2,42,102018,1.02018,0,1,7343,2,"Retail","Large",0,2,"Female",4,"Retail","Large",1988,28.295,3
44,87000,16,16,6,1,2,1,8,1,2,10,115052,1.15052,2.8e-7,,7346,4,"Wholesale","Small",,1,"Male",3,"Retail","Small",1988,43.5,1
47,6589,16,16,,1,,1,8,0,,,105153,1.05153,0,,7347,2,"Retail","Small",,2,"Female",3,"Retail","Small",1988,3.2945,1
72,32193,16,16,,1,,1,8,0,,,100895,1.00895,3.1e-7,,7350,1,"Wholesale","Large",,2,"Female",4,"Retail","Large",1988,16.0965,0
77,95393,18,20,1,1,2,1,8,1,2,10,94155,0.94155,0,1,7351,3,"Wholesale","Large",0,1,"Male",7,"Retail","Large",1992,47.6965,2
53,131700,16,16,1,1,1,1,8,1,2,1000,104285,1.04285,3.1e-7,1,7352,5,"Wholesale","Large",0,1,"Male",4,"Retail","Large",1988,65.85,2
48,29700,16,16,1,1,1,1,8,1,2,42,105153,1.05153,0,1,7353,1,"Retail","Small",0,2,"Female",5,"Wholesale","Small",1988,14.85,0
43,48006,16,16,4,1,7,1,8,1,2,1000,98654,0.98654,1.5e-7,,7354,4,"Wholesale","Small",,1,"Male",5,"Wholesale","Small",1988,24.003,1
40,1606,14,14,1,1,8,1,8,1,2,16,99046,0.99046,0,,7355,2,"Wholesale","Small",,2,"Female",3,"Retail","Small",1986,0.803,0
37,32010,12,12,1,1,13,1,8,1,2,300,101745,1.01745,1.5e-7,,7359,3,"Retail","Small",,2,"Female",3,"Retail","Small",1996,16.005,3
34,7510,12,12,1,1,4,1,8,1,2,300,101944,1.01944,0,,7360,6,"Retail","Small",,1,"Male",4,"Retail","Small",1996,3.755,1
69,26267,14,14,,1,,1,8,0,,,108844,1.08844,1.5e-7,,7363,6,"Retail","Large",,1,"Male",5,"Retail","Large",1986,13.1335,2
66,28300,13,13,1,1,2,1,8,1,2,1000,99590,0.9959,0,,7364,5,"Wholesale","Large",,2,"Female",5,"Wholesale","Large",1985,14.15,1
33,0,13,13,,7,,1,8,0,,,95502,0.95502,0,,7365,3,"Wholesale","Small",,2,"Female",4,"Retail","Small",1985,0,2
38,7809,16,16,1,7,1,1,8,1,2,10,102271,1.02271,1.5e-7,,7367,5,"Wholesale","Small",,1,"Male",5,"Wholesale","Small",1988,3.9045,1
44,50323,12,12,1,1,4,1,8,1,2,1000,99238,0.99238,2.8e-7,,7368,4,"Wholesale","Small",,1,"Male",4,"Wholesale","Small",1996,25.1615,0
42,10323,12,12,1,1,1,1,8,1,2,10,104404,1.04404,0,,7369,4,"Wholesale","Small",,2,"Female",1,"Wholesale","Small",1996,5.1615,2
42,2145,12,12,1,1,4,1,8,1,2,1000,104404,1.04404,1.5e-7,,7372,5,"Wholesale","Small",,2,"Female",2,"Retail","Small",1996,1.0725,2
47,45525,12,12,1,1,9,1,8,1,2,1000,101490,1.0149,0,,7373,6,"Retail","Small",,1,"Male",3,"Retail","Small",1996,22.7625,2
76,11186,14,14,,1,,1,8,0,,,105794,1.05794,0,,7377,3,"Retail","Large",,1,"Male",6,"Wholesale","Large",1986,5.593,3
74,16838,12,12,,1,,1,8,0,,,94615,0.94615,0,,7378,5,"Retail","Large",,2,"Female",5,"Wholesale","Large",1996,8.419,3
42,27992,13,13,,7,,1,8,0,,,104001,1.04001,1.5e-7,,7379,3,"Retail","Small",,2,"Female",4,"Wholesale","Small",1985,13.996,3
90,10333,15,14,,4,,1,8,0,,,105794,1.05794,0,,7380,6,"Wholesale","Large",,1,"Male",7,"Retail","Large",1986,5.1665,1
27,44432,16,16,4,6,2,1,8,1,2,1000,114555,1.14555,1.5e-7,,7381,3,"Retail","Small",,2,"Female",4,"Wholesale","Small",1988,22.216,2
48,9675,14,14,,7,,1,8,1,,300,101099,1.01099,0,,7384,3,"Wholesale","Small",,1,"Male",3,"Retail","Small",1986,4.8375,2
90,4170,12,12,,4,,1,8,0,,,96824,0.96824,0,,7385,3,"Retail","Large",,2,"Female",5,"Wholesale","Large",1996,2.085,1
31,0,11,11.5,1,7,8,1,8,1,,,104554,1.04554,0,,7386,5,"Wholesale","Small",,1,"Male",5,"Retail","Small",1996,0,2
29,20000,12,12,1,7,8,,7,1,2,1000,0,0,1.5e-7,,7387,,,"Small",,1,"Male",3,"Wholesale","Small",1996,10,3
30,20000,12,12,1,7,8,,7,1,2,1000,0,0,1.5e-7,,7388,,,"Small",,1,"Male",4,"Wholesale","Small",1996,10,2
27,20000,12,12,1,7,8,,7,1,2,1000,0,0,1.5e-7,,7389,,,"Small",,2,"Female",5,"Retail","Small",1996,10,0
34,56266,16,16,6,7,2,1,8,1,2,10,101944,1.01944,2.8e-7,,7390,6,"Wholesale","Small",,1,"Male",7,"Retail","Small",1988,28.133,3
31,16980,12,12,1,1,1,,4,1,2,10,0,0,1.5e-7,,7391,,,"Small",,2,"Female",2,"Retail","Small",1996,8.49,3
28,20800,12,12,1,1,8,,4,1,2,1000,0,0,0,,7392,,,"Small",,1,"Male",3,"Wholesale","Small",1996,10.4,0
72,7805,12,12,,4,,1,8,0,,,100506,1.00506,0,,7396,4,"Retail","Large",,2,"Female",3,"Wholesale","Large",1996,3.9025,0
85,6493,12,12,,4,,1,8,0,,,97121,0.97121,0,,7397,2,"Retail","Large",,2,"Female",3,"Retail","Large",1996,3.2465,0
79,11110,9,10,,4,,1,8,0,,,97121,0.97121,0,,7398,3,"Retail","Large",,2,"Female",3,"Wholesale","Large",1994,5.555,3
60,7591,12,12,,4,,1,8,0,,,104388,1.04388,0,,7399,2,"Wholesale","Large",,2,"Female",5,"Retail","Large",1996,3.7955,3
61,28925,12,12,1,1,9,1,8,1,2,42,105156,1.05156,1.5e-7,1,7400,7,"Wholesale","Large",,1,"Male",4,"Retail","Large",1996,14.4625,3
65,3905,9,10,,1,,1,8,0,,,103469,1.03469,0,,7401,1,"Wholesale","Large",,2,"Female",4,"Retail","Large",1994,1.9525,2
75,7200,12,12,,4,,1,8,0,,,97121,0.97121,0,,7402,5,"Wholesale","Large",,2,"Female",3,"Retail","Large",1996,3.6,0
82,6373,8,9,,7,,1,8,0,,,97121,0.97121,0,,7403,3,"Wholesale","Large",,2,"Female",1,"Wholesale","Large",1993,3.1865,3
43,26410,17,18,1,7,2,1,8,1,2,300,114608,1.14608,1.5e-7,2,7404,4,"Wholesale","Small",1,1,"Male",5,"Retail","Small",1990,13.205,2
63,8652,12,12,,3,,1,8,0,,,113580,1.1358,0,,7405,4,"Retail","Large",,2,"Female",4,"Wholesale","Large",1996,4.326,0
44,30600,12,12,1,6,5,1,8,1,2,10,106969,1.06969,1.5e-7,1,7406,3,"Retail","Small",,2,"Female",1,"Wholesale","Small",1996,15.3,2
27,23000,12,12,2,7,5,1,8,1,2,1000,104228,1.04228,1.5e-7,2,7407,4,"Retail","Small",,2,"Female",4,"Retail","Small",1996,11.5,1
69,4093,7,8,,1,,2,8,0,,,119674,1.19674,0,,7408,3,"Wholesale","Large",,2,"Female",1,"Wholesale","Large",1992,2.0465,1
71,5977,11,11.5,,1,,2,8,0,,,123176,1.23176,0,,7409,3,"Retail","Large",,1,"Male",7,"Wholesale","Large",1996,2.9885,1
32,10,12,12,,1,,1,8,0,,,113678,1.13678,1.5e-7,,7410,5,"Retail","Small",,2,"Female",5,"Wholesale","Small",1996,0.005,3
37,53010,12,12,1,1,9,1,8,1,2,750,109490,1.0949,0,1,7411,4,"Retail","Small",,1,"Male",4,"Retail","Small",1996,26.505,0
63,8651,12,12,,4,,1,8,0,,,113580,1.1358,0,,7414,1,"Wholesale","Large",,2,"Female",1,"Retail","Large",1996,4.3255,2
77,16532,12,12,,1,,1,8,0,,,97121,0.97121,0,,7415,2,"Retail","Large",,2,"Female",5,"Retail","Large",1996,8.266,3
84,15428,12,12,,1,,1,8,0,,,93791,0.93791,0,,7416,5,"Retail","Large",,1,"Male",3,"Retail","Large",1996,7.714,0
29,45050,12,12,1,7,8,,6,1,3,300,141152,1.41152,2.8e-7,1,7417,,,"Small",,1,"Male",7,"Retail","Small",1996,22.525,0
27,600,16,16,,7,,1,6,0,,,160750,1.6075,0,,7418,4,"Retail","Small",,1,"Male",6,"Wholesale","Small",1988,0.3,3
27,11425,16,16,1,7,4,1,8,1,2,1000,104228,1.04228,1.5e-7,1,7425,4,"Retail","Small",0,2,"Female",5,"Wholesale","Small",1988,5.7125,1
46,39000,13,13,1,7,10,1,8,1,2,1000,101256,1.01256,2.8e-7,2,7426,7,"Retail","Small",,1,"Male",5,"Wholesale","Small",1985,19.5,0
35,23480,13,13,,7,,1,8,0,,,109490,1.0949,0,,7427,7,"Retail","Small",,1,"Male",4,"Wholesale","Small",1985,11.74,2
80,1393,11,11.5,,4,,1,8,0,,,94155,0.94155,0,,7428,5,"Retail","Large",,1,"Male",3,"Retail","Large",1996,0.6965,0
87,9588,4,,,4,,1,8,0,,,97497,0.97497,0,,7429,1,"Wholesale","Large",,2,"Female",5,"Wholesale","Large",,4.794,1
87,6484,4,,,4,,1,8,0,,,97497,0.97497,0,,7430,3,"Wholesale","Large",,2,"Female",3,"Retail","Large",,3.242,2
39,52070,16,16,1,7,5,1,8,1,2,750,101745,1.01745,2.8e-7,,7431,5,"Retail","Small",,2,"Female",1,"Wholesale","Small",1988,26.035,1
65,114269,18,20,1,1,2,1,8,1,2,1000,104893,1.04893,4e-7,1,7432,7,"Retail","Large",0,1,"Male",7,"Wholesale","Large",1992,57.1345,3
64,18967,12,12,,1,,1,8,0,,,114020,1.1402,0,,7433,5,"Retail","Large",,2,"Female",1,"Wholesale","Large",1996,9.4835,1
25,30262,16,16,1,1,4,1,8,1,2,300,107793,1.07793,0,1,7435,4,"Wholesale","Small",0,1,"Male",5,"Wholesale","Small",1988,15.131,3
60,106999,16,16,1,1,1,1,8,1,2,300,105563,1.05563,3.1e-7,1,7436,7,"Retail","Large",0,1,"Male",7,"Retail","Large",1988,53.4995,0
65,4080,16,16,,1,,1,8,0,,,103869,1.03869,0,,7437,4,"Retail","Large",,2,"Female",1,"Wholesale","Large",1988,2.04,1
25,10000,17,18,1,7,2,1,8,1,2,1000,107793,1.07793,1.5e-7,1,7438,7,"Wholesale","Small",0,1,"Male",3,"Wholesale","Small",1990,5,0
50,55101,17,18,4,1,2,1,8,1,2,1000,104285,1.04285,2.8e-7,2,7439,3,"Wholesale","Large",1,1,"Male",6,"Wholesale","Large",1990,27.5505,0
48,22060,17,18,4,1,2,1,8,1,2,1000,105153,1.05153,0,2,7440,2,"Retail","Small",1,2,"Female",5,"Retail","Small",1990,11.03,1
45,39647,12,12,6,1,9,1,8,1,5,10,101648,1.01648,1.5e-7,,7444,3,"Retail","Small",,1,"Male",7,"Wholesale","Small",1996,19.8235,2
40,0,12,12,,1,,1,8,0,,,107383,1.07383,0,,7445,4,"Wholesale","Small",,2,"Female",5,"Wholesale","Small",1996,0,3
65,46804,13,13,3,1,5,1,8,0,,1000,104893,1.04893,2.8e-7,,7446,3,"Wholesale","Large",,1,"Male",4,"Wholesale","Large",1985,23.402,1
57,34900,15,14,2,1,1,1,8,1,4,1000,99263,0.99263,0,2,7447,2,"Wholesale","Large",1,2,"Female",5,"Retail","Large",1986,17.45,3
27,25000,12,12,,7,,1,8,0,,1000,109996,1.09996,1.5e-7,,7448,6,"Retail","Small",,1,"Male",6,"Wholesale","Small",1996,12.5,2
25,25075,16,16,1,7,1,1,8,1,2,300,99594,0.99594,1.5e-7,1,7449,5,"Wholesale","Small",0,2,"Female",4,"Retail","Small",1988,12.5375,1
56,5196,12,12,,1,,1,8,0,,,102934,1.02934,0,,7450,4,"Wholesale","Large",,1,"Male",4,"Retail","Large",1996,2.598,2
53,10000,7,8,1,1,10,1,8,1,5,300,102018,1.02018,0,1,7451,3,"Retail","Large",,2,"Female",5,"Wholesale","Large",1992,5,3
48,62235,16,16,1,1,2,1,8,1,5,300,101648,1.01648,2.8e-7,1,7452,5,"Retail","Small",0,1,"Male",3,"Retail","Small",1988,31.1175,3
48,39235,15,14,1,1,2,1,8,1,4,300,105153,1.05153,0,1,7453,1,"Wholesale","Small",0,2,"Female",5,"Wholesale","Small",1986,19.6175,0
85,93932,16,16,,1,,1,8,0,,,94155,0.94155,2.8e-7,,7457,7,"Wholesale","Large",,1,"Male",7,"Wholesale","Large",1988,46.966,2
85,25438,16,16,,1,,1,8,0,,,97497,0.97497,0,,7458,5,"Wholesale","Large",,2,"Female",4,"Retail","Large",1988,12.719,0
56,30857,12,12,,1,,1,8,0,,,111678,1.11678,1.5e-7,,7459,5,"Retail","Large",,1,"Male",4,"Wholesale","Large",1996,15.4285,0
53,18025,12,12,1,1,5,1,8,1,2,1000,118043,1.18043,0,,7460,3,"Wholesale","Large",,2,"Female",1,"Wholesale","Large",1996,9.0125,2
31,16200,10,11,1,7,5,1,8,1,2,42,101944,1.01944,1.5e-7,,7461,5,"Wholesale","Small",,1,"Male",5,"Retail","Small",1995,8.1,2
29,16000,12,12,1,7,9,1,8,1,2,16,104365,1.04365,1.5e-7,,7465,3,"Wholesale","Small",,1,"Male",3,"Wholesale","Small",1996,8,0
25,9002,12,12,1,7,5,1,8,1,2,42,101336,1.01336,1.5e-7,,7466,5,"Retail","Small",,2,"Female",2,"Wholesale","Small",1996,4.501,1
30,28000,16,16,3,7,8,2,8,1,2,300,109425,1.09425,1.5e-7,,7467,7,"Wholesale","Small",,1,"Male",4,"Wholesale","Small",1988,14,0
30,23000,12,12,1,7,4,2,8,1,2,42,109425,1.09425,1.5e-7,,7468,3,"Retail","Small",,1,"Male",4,"Wholesale","Small",1996,11.5,0
30,24000,12,12,3,7,5,2,8,1,,750,109425,1.09425,1.5e-7,,7469,5,"Retail","Small",,1,"Male",6,"Retail","Small",1996,12,3
26,6592,10,11,,7,,1,6,0,,,118635,1.18635,0,,7470,2,"Wholesale","Small",,2,"Female",2,"Wholesale","Small",1995,3.296,3
25,0,6,6,,1,,1,8,0,,,101336,1.01336,0,,7475,5,"Retail","Small",,2,"Female",4,"Wholesale","Small",1990,0,0
28,0,6,6,1,1,8,1,8,1,2,,104365,1.04365,0,,7476,5,"Retail","Small",,1,"Male",4,"Wholesale","Small",1990,0,3
32,75005,12,12,6,1,1,1,8,1,2,10,101944,1.01944,0,,7478,4,"Wholesale","Small",,1,"Male",7,"Retail","Small",1996,37.5025,0
86,17231,7,8,,4,,1,8,0,,,95764,0.95764,1.5e-7,,7481,3,"Retail","Large",,2,"Female",4,"Wholesale","Large",1992,8.6155,2
63,7437,7,8,,5,,1,8,0,,,87426,0.87426,0,,7482,1,"Wholesale","Large",,2,"Female",4,"Wholesale","Large",1992,3.7185,0
86,9461,12,12,,4,,1,8,0,,,95764,0.95764,0,,7483,1,"Wholesale","Large",,2,"Female",4,"Wholesale","Large",1996,4.7305,0
83,19240,7,8,,4,,1,8,0,,,95764,0.95764,1.5e-7,,7484,5,"Wholesale","Large",,2,"Female",4,"Retail","Large",1992,9.62,3
55,14000,12,12,1,7,8,2,8,1,2,1000,110097,1.10097,1.5e-7,,7485,4,"Wholesale","Large",,1,"Male",6,"Retail","Large",1996,7,2
27,0,12,12,,1,,1,6,0,,,124787,1.24787,0,,7487,1,"Retail","Small",,2,"Female",5,"Retail","Small",1996,0,1
27,5000,12,12,,1,,1,6,0,,,115313,1.15313,0,,7488,6,"Retail","Small",,1,"Male",4,"Retail","Small",1996,2.5,3
29,9360,15,14,,1,,2,8,0,,,129879,1.29879,0,,7491,3,"Wholesale","Small",,2,"Female",4,"Retail","Small",1986,4.68,0
28,2820,12,12,,1,,2,8,0,,,128505,1.28505,0,,7492,5,"Retail","Small",,1,"Male",6,"Retail","Small",1996,1.41,3
29,18025,12,12,1,1,9,1,8,1,2,10,104365,1.04365,2.8e-7,,7493,3,"Wholesale","Small",,1,"Male",7,"Retail","Small",1996,9.0125,1
28,36026,16,16,1,1,2,1,8,1,2,1000,107004,1.07004,0,,7494,5,"Retail","Small",,2,"Female",1,"Wholesale","Small",1988,18.013,2
60,57415,17,18,1,4,2,1,8,1,4,42,103064,1.03064,2.8e-7,,7495,4,"Wholesale","Large",,2,"Female",5,"Wholesale","Large",1990,28.7075,2
73,6073,7,8,,1,,1,8,0,,,99562,0.99562,0,,7496,5,"Wholesale","Large",,2,"Female",5,"Retail","Large",1992,3.0365,1
74,11893,11,11.5,,1,,1,8,0,,,100185,1.00185,0,,7497,3,"Wholesale","Large",,1,"Male",3,"Retail","Large",1996,5.9465,1
65,18829,13,13,,1,,1,8,0,,1000,91768,0.91768,1.5e-7,,7498,3,"Retail","Large",,1,"Male",7,"Retail","Large",1985,9.4145,3
64,20778,10,11,,1,,1,8,0,,,87089,0.87089,0,,7499,4,"Wholesale","Large",,2,"Female",4,"Wholesale","Large",1995,10.389,1
54,35500,19,20,6,5,2,,8,1,2,750,69944,0.69944,2.8e-7,,7500,,,"Large",,1,"Male",5,"Retail","Large",1992,17.75,1
54,40500,17,18,1,7,2,1,8,1,2,1000,117587,1.17587,2.8e-7,,7501,5,"Wholesale","Large",,2,"Female",2,"Retail","Large",1990,20.25,2
47,23579,17,18,6,5,2,1,8,1,2,10,98481,0.98481,1.5e-7,,7502,2,"Retail","Small",,2,"Female",5,"Wholesale","Small",1990,11.7895,0
32,45050,17,18,1,1,1,1,8,1,2,1000,95134,0.95134,2.8e-7,,7503,2,"Wholesale","Small",,2,"Female",2,"Retail","Small",1990,22.525,2
32,42150,19,20,1,1,2,1,8,1,2,1000,101550,1.0155,0,,7504,4,"Retail","Small",,1,"Male",7,"Retail","Small",1992,21.075,1
59,7447,12,12,,3,,2,6,0,,1000,166950,1.6695,0,,7505,3,"Wholesale","Large",,2,"Female",4,"Retail","Large",1996,3.7235,3
39,9375,8,9,1,1,8,2,8,1,2,300,135700,1.357,0,,7507,1,"Wholesale","Small",,2,"Female",3,"Retail","Small",1993,4.6875,3
57,12600,12,12,1,1,8,2,8,1,2,1000,110097,1.10097,0,,7508,6,"Retail","Large",,1,"Male",5,"Wholesale","Large",1996,6.3,0
38,102957,16,16,1,1,1,1,8,1,2,300,102271,1.02271,3.1e-7,,7512,6,"Retail","Small",,1,"Male",5,"Wholesale","Small",1988,51.4785,2
30,24952,16,16,1,1,1,1,8,1,4,10,95502,0.95502,0,,7513,3,"Retail","Small",,2,"Female",4,"Retail","Small",1988,12.476,1
74,10080,12,12,,1,,1,8,0,,,100185,1.00185,0,,7515,7,"Retail","Large",,1,"Male",6,"Retail","Large",1996,5.04,1
72,4199,12,12,,1,,1,8,0,,,99562,0.99562,0,,7516,3,"Wholesale","Large",,2,"Female",3,"Retail","Large",1996,2.0995,3
36,46150,12,12,1,1,1,1,8,1,2,300,102271,1.02271,2.8e-7,,7517,6,"Wholesale","Small",,1,"Male",3,"Retail","Small",1996,23.075,0
35,18350,13,13,1,1,1,1,8,1,2,10,101745,1.01745,0,,7518,5,"Wholesale","Small",,2,"Female",4,"Retail","Small",1985,9.175,0
47,100999,16,16,6,1,4,1,8,1,2,42,102390,1.0239,3.6e-7,,7522,6,"Wholesale","Small",,1,"Male",7,"Wholesale","Small",1988,50.4995,0
46,1000,12,12,,1,,1,8,0,,,98863,0.98863,0,,7523,2,"Retail","Small",,2,"Female",4,"Retail","Small",1996,0.5,2
25,14200,12,12,1,7,4,1,8,1,2,10,101336,1.01336,0,,7527,5,"Wholesale","Small",,2,"Female",4,"Wholesale","Small",1996,7.1,3
48,50291,17,18,1,1,4,1,8,1,,10,102390,1.0239,2.8e-7,,7528,7,"Wholesale","Small",,1,"Male",3,"Retail","Small",1990,25.1455,2
50,43910,17,18,4,1,2,1,8,1,2,750,118043,1.18043,0,,7529,4,"Retail","Large",,2,"Female",1,"Wholesale","Large",1990,21.955,3
52,60426,17,18,4,1,2,1,8,1,2,750,107051,1.07051,2.8e-7,,7531,4,"Retail","Large",,1,"Male",7,"Retail","Large",1990,30.213,3
66,19276,13,13,1,1,4,1,8,1,2,750,99590,0.9959,0,,7532,1,"Retail","Large",,2,"Female",1,"Retail","Large",1985,9.638,2
74,8525,12,12,,1,,1,8,0,,,100185,1.00185,0,,7533,5,"Retail","Large",,1,"Male",5,"Retail","Large",1996,4.2625,1
67,2500,12,12,,1,,1,8,0,,,99590,0.9959,0,,7534,5,"Wholesale","Large",,2,"Female",5,"Retail","Large",1996,1.25,2
47,50000,12,12,4,7,9,1,8,1,2,300,102390,1.0239,2.8e-7,,7535,3,"Retail","Small",,1,"Male",4,"Wholesale","Small",1996,25,0
46,40004,13,13,3,1,5,1,8,1,4,1000,102390,1.0239,2.8e-7,,7536,4,"Wholesale","Small",,1,"Male",5,"Retail","Small",1985,20.002,2
43,22004,16,16,4,1,2,1,8,1,2,300,99046,0.99046,0,,7537,3,"Wholesale","Small",,2,"Female",3,"Retail","Small",1988,11.002,1
40,24375,12,12,1,1,12,1,8,1,2,42,98654,0.98654,1.5e-7,,7540,,,"Small",,1,"Male",7,"Retail","Small",1996,12.1875,2
39,5007,13,13,1,1,5,1,8,1,2,1000,101745,1.01745,0,,7541,3,"Wholesale","Small",,2,"Female",2,"Retail","Small",1985,2.5035,3
36,36500,13,13,1,1,2,1,8,1,2,1000,102271,1.02271,1.5e-7,,7545,5,"Retail","Small",,1,"Male",7,"Wholesale","Small",1985,18.25,1
33,6500,12,12,1,1,4,1,8,1,2,1000,95502,0.95502,0,,7546,1,"Retail","Small",,2,"Female",5,"Retail","Small",1996,3.25,1
29,25300,17,18,1,7,1,1,8,1,2,300,107004,1.07004,1.5e-7,,7550,1,"Wholesale","Small",,2,"Female",4,"Retail","Small",1990,12.65,1
26,27540,17,18,1,7,2,1,8,1,2,42,122017,1.22017,1.5e-7,,7551,5,"Retail","Small",,1,"Male",4,"Wholesale","Small",1990,13.77,2
57,76035,13,13,6,1,1,1,8,1,2,16,111678,1.11678,2.8e-7,,7552,5,"Wholesale","Large",,1,"Male",6,"Retail","Large",1985,38.0175,2
56,0,12,12,6,1,5,1,8,1,2,,95384,0.95384,0,,7553,5,"Wholesale","Large",,2,"Female",1,"Retail","Large",1996,0,0
25,18200,15,14,1,7,2,1,8,1,2,10,101336,1.01336,1.5e-7,,7554,4,"Wholesale","Small",,2,"Female",1,"Retail","Small",1986,9.1,2
48,100999,18,20,1,1,2,1,8,1,2,10,102390,1.0239,4e-7,,7555,5,"Retail","Small",,1,"Male",4,"Wholesale","Small",1992,50.4995,1
47,5000,17,18,1,1,2,1,8,1,2,,98863,0.98863,0,,7556,3,"Retail","Small",,2,"Female",2,"Retail","Small",1990,2.5,3
48,68240,13,13,1,7,5,1,8,1,5,16,213536,2.13536,3.1e-7,1,7559,4,"Retail","Small",,2,"Female",5,"Retail","Small",1985,34.12,1
72,58493,18,20,1,1,2,1,8,1,2,42,180025,1.80025,2.8e-7,1,7560,7,"Retail","Large",0,1,"Male",5,"Wholesale","Large",1992,29.2465,3
